attempt_id,inv_at,attempt_end,attempt_start, day_diff ,attempt_time,attempt_ct,out_of_window_seconds,network_disconnect_seconds,window_exit_ct,copy_paste_ct,q1-time_taken,q2-time_taken,q3-time_taken,q4-time_taken,q5-time_taken,q6-time_taken,q7-time_taken,q8-time_taken,q9-time_taken,q10-time_taken,q11-time_taken,q12-time_taken,q13-time_taken,q14-time_taken,q13-testcase_passed,q14-testcase_passed,q2-testcase_time,q3-testcase_time,q4-testcase_time,q5-testcase_time,q6-testcase_time,q7-testcase_time,q8-testcase_time,q9-testcase_time,q10-testcase_time,q11-testcase_time,q12-testcase_time,q13-testcase_time,q14-testcase_time,score_pct,pass
45697054,9/4/2039 6:40,9/8/2029 19:15,11/1/2028 1:17, 311.00 ,111815,1,15533,52342,58,6,808,1874,1385,1234,1299,2603,7092,2700,2049,365,24825,10918,6,6,0.027254,0.036244,0.031356,0.045831,0.033614,0.03114,0.035972,0.038077,0.043293,0.041199,0.035156,0.036988,0.032743,0.043293,0.041199,0.99,1
45697078,8/13/2039 8:17,8/19/2029 17:37,10/14/2028 8:04, 309.00 ,211578,1,94680,134871,65,2,22786,2113,2906,6720,3904,6116,5750,7382,1938,5321,4017,1060,5,5,0.041701,0.015567,0.053266,0.034711,0.033864,0.03108,0.049456,0.034781,0.033534,0.040742,0.03411,0.039259,0.041908,0.033534,0.040742,0.99,1
45697174,7/22/2039 9:54,7/30/2029 15:59,9/26/2028 14:51, 307.00 ,113921,1,480,38314,7,0,463,329,310,429,1104,1096,1751,296,373,523,24002,13790,8,8,0.027626,0.031394,0.031036,0.034284,0.031755,0.031248,0.034682,0.033189,0.032538,0.03353,0.035739,0.0418,0.034023,0.032538,0.03353,0.99,1
45697222,6/30/2039 11:31,7/10/2029 14:21,9/8/2028 21:38, 305.00 ,221759,1,4919,125412,9,0,9614,12897,7369,4336,8043,8011,2526,996,3984,2870,2120,16124,10,11,0.048107,0.038452,0.029183,0.039185,0.032486,0.038401,0.049622,0.039184,0.033177,0.031646,0.040652,0.103502,0.038631,0.031646,0.040652,0.99,1
45697112,6/8/2039 13:08,6/20/2029 12:43,8/22/2028 4:25, 302.00 ,175470,1,941,131382,13,7,3405,1486,609,2700,6512,8761,2676,894,7442,3126,2374,2163,5,5,0.02975,0.036704,0.046868,0.053477,0.03133,0.030521,0.032984,0.038269,0.037385,0.035322,0.033063,0.038337,0.034484,0.035322,0.033063,0.99,1
45697230,5/17/2039 14:45,5/31/2029 11:05,8/4/2028 11:12, 300.00 ,116183,1,1436,63868,3,17,728,879,841,2856,840,2308,4378,584,25543,649,8558,2095,10,10,0.028903,0.030871,0.036679,0.029283,0.032275,0.029994,0.04369,0.033664,0.036586,0.033066,0.047212,0.191441,0.033899,0.036586,0.033066,0.99,1
45697216,4/25/2039 16:22,5/11/2029 9:27,7/17/2028 17:59, 298.00 ,209170,1,2317,68510,14,0,754,15496,1419,5964,748,1804,679,6004,3271,5405,79692,3426,9,9,0.026529,0.030288,0.031528,0.035751,0.030809,0.033406,0.043236,0.034633,0.033715,0.037302,0.035354,0.04057,0.044572,0.037302,0.035354,0.99,1
45697338,4/3/2039 17:59,4/21/2029 7:49,6/30/2028 0:46, 295.00 ,103020,1,589,64091,22,26,388,534,250,1373,710,4879,16588,1879,1413,2183,1655,4358,6,6,0.030007,0.032514,0.028186,0.175412,0.03071,0.029536,0.044726,0.035369,0.033722,0.034153,0.036887,0.04211,0.037083,0.033722,0.034153,0.99,1
45697242,3/12/2039 19:36,2/20/2029 2:55,5/7/2028 21:07, 289.00 ,112467,1,3356,81585,35,19,2167,2045,1114,1912,1068,4716,2269,1444,2191,1666,3472,2068,12,12,0.028153,0.034265,0.030187,0.035951,0.030779,0.029704,0.037895,0.155282,0.035075,0.035004,0.034762,0.042201,0.016348,0.035004,0.034762,0.99,1
45697000,2/18/2039 21:13,11/11/2028 18:45,2/9/2028 7:02, 276.00 ,196601,1,264,72784,5,43,1580,1356,1245,2345,3198,536,2437,14892,1188,3625,1536,86309,8,10,0.028943,0.014032,0.031409,0.042087,0.030922,0.01395,0.045643,0.035842,0.030598,0.036884,0.036123,0.040477,0.051938,0.036884,0.036123,0.99,1
45697250,1/27/2039 22:50,8/23/2028 12:13,11/30/2027 10:10, 267.00 ,30112,1,8744,5689,49,22,536,1209,520,1862,613,1401,2758,535,3590,697,3159,5795,12,11,0.029408,0.034365,0.038518,0.035122,0.030711,0.035893,0.020538,0.035271,0.016575,0.018377,0.040939,0.040807,0.018413,0.018377,0.040939,0.99,1
45697302,1/6/2039 0:27,8/3/2028 10:35,11/12/2027 16:57, 265.00 ,107266,1,0,85089,0,25,910,1880,746,1497,967,3850,938,320,680,243,3105,2168,10,10,0.028064,0.030008,0.033572,0.039074,0.032777,0.030233,0.037178,0.015819,0.037041,0.041189,0.035608,0.040622,0.039041,0.041189,0.035608,0.99,1
45697272,12/15/2038 2:04,6/4/2028 5:41,9/20/2027 13:18, 258.00 ,196826,1,1809,178643,4,42,410,788,576,2475,312,1166,1308,304,330,642,4472,1820,4,4,0.031752,0.033662,0.028968,0.031305,0.030573,0.01247,0.035438,0.031066,0.033445,0.043062,0.035133,0.042185,0.021592,0.043062,0.035133,0.99,1
45697256,11/23/2038 3:41,4/25/2028 2:25,8/16/2027 2:52, 253.00 ,17723,1,6866,616,63,21,458,605,744,3186,517,1399,567,163,791,877,3086,1454,8,9,0.030779,0.032599,0.03422,0.034681,0.163628,0.035106,0.037513,0.036008,0.037034,0.034952,0.042994,0.042481,0.021249,0.034952,0.042994,0.99,1
40066610,11/1/2038 5:18,4/5/2028 0:47,7/29/2027 9:39, 251.00 ,207439,1,23367,147099,96,0,1824,1933,3879,16195,2780,2938,3775,472,411,689,13464,6698,4,4,0.032929,0.029115,0.02884,0.034841,0.292598,0.032959,0.042821,0.048254,0.031041,0.032229,0.044458,0.028744,0.016294,0.034381079,0.037510225,0.99,1
40066768,10/10/2038 6:55,12/26/2027 16:37,5/1/2027 19:34, 239.00 ,6943,1,2912,0,40,14,251,917,155,93,147,187,163,185,186,312,1023,2814,6,6,0.028034,0.028843,0.030174,0.032601,0.027256,0.027308,0.030461,0.031391,0.033591,0.032999,0.034722,0.037022,0.037128,0.034114059,0.037454625,0.99,1
40066662,9/18/2038 8:32,11/16/2027 13:21,3/27/2027 9:08, 234.00 ,203119,1,111782,82432,317,40,1438,22585,3235,8078,2022,8360,8641,3201,12739,1513,12502,5000,6,6,0.034157,0.031661,0.035434,0.131931,0.030377,0.035494,0.035456,0.035239,0.015939,0.031941,0.050251,0.390451,0.220117,0.034247569,0.037482425,0.99,1
40066828,8/27/2038 10:09,10/27/2027 11:43,3/9/2027 15:55, 232.00 ,195357,1,127860,55215,481,31,1654,10541,1882,6703,2492,9144,1811,1719,47221,2288,3375,42722,10,10,0.01046,0.032762,0.027271,0.014103,0.033381,0.03298,0.038441,0.032945,0.030924,0.018217,0.019039,0.040302,0.033877,0.0346481,0.037565825,0.99,1
40066932,8/5/2038 11:46,5/19/2027 22:39,10/18/2026 22:11, 213.00 ,335793,1,255704,144724,251,55,6246,7920,7147,10925,29100,6534,3824,6651,8132,13944,73830,5259,9,9,0.06765,0.043103,0.033667,0.030688,0.029889,0.012567,0.035753,0.032991,0.043614,0.032375,0.033872,0.074535,0.032516,0.043614,0.032375,0.99,1
40066714,7/14/2038 13:23,3/20/2027 17:45,8/26/2026 18:32, 206.00 ,109362,1,95115,66055,55,28,4921,1320,223,5242,17264,1575,5657,236,278,219,1211,399,9,9,0.032087,0.015623,0.031407,0.032146,0.029456,0.029608,0.033021,0.018093,0.028842,0.03623,0.034626,0.046668,0.101847,0.03451459,0.037538025,0.99,1
40066564,6/22/2038 15:00,2/28/2027 16:07,8/9/2026 1:19, 203.00 ,26768,1,7525,2616,146,0,1202,850,939,1494,485,2674,1104,926,5404,613,4429,1713,12,12,0.03152,0.030856,0.033508,0.033734,0.031361,0.03191,0.042832,0.038354,0.036722,0.015691,0.084322,0.029469,0.029377,0.036722,0.015691,0.99,1
33889912,5/31/2038 16:37,2/8/2027 14:29,7/22/2026 8:06, 201.00 ,408225,1,278538,286365,394,0,1186,25777,25548,21377,12167,8017,1995,597,1102,1486,9145,8032,11,9,0.00764,0.00802,0.00749,0.00803,0.00843,0.00707,0.00843,0.0079,0.00766,0.0073,0.0081,0.00742,0.009,0.032378425,0.037093225,1,1
33889954,5/9/2038 18:14,1/19/2027 12:51,7/4/2026 14:53, 199.00 ,407749,1,80199,344025,206,0,3025,1332,1454,6581,2724,1836,1716,572,2750,2869,26497,8566,12,12,0.00766,0.00855,0.00787,0.00794,0.00782,0.0081,0.00818,0.00932,0.00792,0.00749,0.00916,0.00712,0.00782,0.033446507,0.037315625,1,1
33889812,4/17/2038 19:51,11/20/2026 7:57,5/12/2026 11:14, 192.00 ,277766,1,8480,259472,65,0,1781,1530,1539,2408,2429,1207,917,716,383,605,1377,788,14,13,0.00769,0.00751,0.00701,0.00732,0.00755,0.00752,0.00772,0.00977,0.00746,0.00741,0.00834,0.00817,0.00928,0.032511935,0.037121025,1,1
33889782,3/26/2038 21:28,10/31/2026 6:19,4/24/2026 18:01, 190.00 ,431993,1,288788,159172,299,0,3837,4706,11418,22647,4412,62502,21398,1391,22268,15836,45397,12952,12,11,0.00751,0.00812,0.0081,0.00812,0.00729,0.00827,0.00834,0.00743,0.00726,0.00788,0.00756,0.0079,0.00837,0.032645446,0.037148825,1,1
33890060,3/4/2038 23:05,9/1/2026 1:25,3/2/2026 14:22, 183.00 ,168221,1,139729,128434,222,0,1135,1781,1246,8014,781,3289,4611,362,392,1167,11714,4238,9,10,0.00776,0.00729,0.00708,0.00756,0.00711,0.00745,0.00923,0.00722,0.00775,0.0077,0.00764,0.00715,0.00779,0.032778956,0.037176625,1,1
33889802,2/11/2038 0:42,8/11/2026 23:47,2/12/2026 21:09, 180.00 ,175938,1,6859,138301,116,0,580,1306,417,2745,4388,14892,2054,292,446,1633,6240,845,10,11,0.00785,0.00734,0.00735,0.00744,0.00935,0.00754,0.00768,0.00785,0.0083,0.00829,0.00774,0.00848,0.0078,0.0083,0.00829,1,1
33889824,1/20/2038 2:19,7/22/2026 22:09,1/26/2026 3:56, 177.00 ,164238,1,68156,428,297,0,2046,2916,677,48182,921,9015,1693,1198,13766,7319,66030,921,9,10,0.00768,0.00821,0.00781,0.00807,0.00778,0.0084,0.00807,0.00765,0.00804,0.00916,0.00801,0.0081,0.00727,0.033580018,0.037343425,1,1
33889818,12/29/2037 3:56,5/3/2026 15:37,11/16/2025 7:04, 168.00 ,431756,1,393000,329852,166,0,2297,4950,60585,2304,1170,3920,531,599,2665,763,3581,7839,12,11,0.00727,0.00774,0.00698,0.00736,0.0075,0.00738,0.00731,0.00726,0.00707,0.00759,0.00732,0.00716,0.00754,0.033713528,0.037371225,1,1
33889916,12/7/2037 5:33,4/13/2026 13:59,10/29/2025 13:51, 166.00 ,430433,1,78923,337894,574,0,3224,2026,5012,729,1753,13966,9966,3483,1728,5334,16848,13180,5,5,0.00889,0.00772,0.00932,0.00737,0.00752,0.00789,0.00889,0.007,0.00867,0.00898,0.00783,0.00774,0.00776,0.033980549,0.037426825,1,1
33889800,11/15/2037 7:10,3/24/2026 12:21,10/11/2025 20:38, 164.00 ,141110,1,6134,119243,181,0,436,1440,303,3507,1886,1931,697,189,1492,1023,7088,503,9,10,0.00716,0.00784,0.00758,0.00839,0.00787,0.00776,0.00805,0.00872,0.00812,0.00726,0.00764,0.00711,0.00816,0.00812,0.00726,1,1
33890208,10/24/2037 8:47,3/4/2026 10:43,9/24/2025 3:25, 161.00 ,408034,1,216911,273385,335,0,1023,1003,5300,26797,4408,13632,11069,500,8564,2707,54669,2489,12,11,0.00754,0.00779,0.00762,0.00725,0.0077,0.00758,0.00782,0.00702,0.00753,0.00757,0.00772,0.00831,0.0082,0.033179487,0.037260025,1,1
33889850,10/2/2037 10:24,2/12/2026 9:05,9/6/2025 10:12, 159.00 ,15468,1,4417,2898,62,0,210,1718,201,1201,487,1632,537,489,2437,463,1352,1438,10,10,0.00772,0.00764,0.00703,0.00686,0.00819,0.00729,0.00847,0.00799,0.00739,0.00749,0.00904,0.00769,0.00884,0.033312997,0.037287825,1,1
33889848,9/10/2037 12:01,1/3/2026 5:49,8/1/2025 23:46, 155.00 ,98738,1,12914,60158,268,0,478,1242,1035,3776,1043,994,596,528,3254,1765,12346,10162,8,8,0.00758,0.0097,0.00721,0.00824,0.00763,0.00804,0.00778,0.00739,0.00801,0.00734,0.00781,0.00722,0.0104,0.00801,0.00734,1,1
33889842,8/19/2037 13:38,12/14/2025 4:11,7/15/2025 6:33, 152.00 ,255022,1,179649,91745,184,0,981,5127,534,1019,11602,68412,23299,949,9097,1670,15872,984,8,8,0.00749,0.00683,0.00745,0.00878,0.00884,0.00696,0.00777,0.00781,0.00711,0.00848,0.00684,0.00721,0.00782,0.032912466,0.037204425,1,1
33889814,7/28/2037 15:15,11/4/2025 0:55,6/9/2025 20:07, 148.00 ,267929,1,151331,177032,200,0,1295,981,1085,2336,16268,16135,1494,674,9180,1794,3877,31763,10,6,0.0073,0.00933,0.00782,0.00798,0.00756,0.00941,0.00939,0.0072,0.00785,0.00792,0.00764,0.00823,0.00956,0.032244915,0.037065425,1,1
33889856,7/6/2037 16:52,10/14/2025 23:17,5/23/2025 2:54, 144.00 ,428727,1,360371,273294,592,0,1306,6047,2778,37530,2244,42050,4348,556,3855,5088,32444,12177,5,5,0.00768,0.00698,0.00723,0.00726,0.00762,0.00871,0.00734,0.00797,0.00813,0.00766,0.00726,0.00794,0.00771,0.033847038,0.037399025,1,1
33889862,6/14/2037 18:29,9/4/2025 20:01,4/17/2025 16:28, 140.00 ,192001,1,85634,81333,535,0,17554,857,2433,19855,1725,7129,1497,480,4630,2300,31582,8783,11,12,0.00747,0.00786,0.00771,0.00855,0.00907,0.00784,0.00799,0.0079,0.00727,0.00704,0.00751,0.00687,0.0105,0.033045976,0.037232225,1,1
33889868,5/23/2037 20:06,8/15/2025 18:23,3/30/2025 23:15, 138.00 ,172619,1,81270,19796,299,0,569,2268,1048,14142,3874,33750,1810,960,12106,10651,64690,3589,4,4,0.00782,0.00752,0.00874,0.00786,0.00826,0.00719,0.00713,0.00772,0.00846,0.00798,0.00822,0.01,0.00778,0.00846,0.00798,1,1
77904476,5/20/2025 7:26,11/28/2054 0:57,2/6/2051 7:44," 1,391.00 ",115720,1,71707,54709,22,8,381,322,234,961,386,697,2443,4257,4466,898,2870,2988,37733,2320,1,1,0.026869,0.046952,0.034089,0.291672,0.031146,0.027848,0.016016,0.037489,0.096208,0.015094,0.020221,0.0529,0.015693,1,1
77904554,4/28/2025 9:03,10/18/2054 21:41,1/1/2051 21:18," 1,386.00 ",73935,1,19283,36287,2,0,207,1294,602,502,426,1717,748,648,801,224,364,347,28994,653,1,1,0.01197,0.018051,0.015094,0.013274,0.013503,0.015923,0.0233,0.020323,0.024177,0.015867,0.025945,0.203848,0.017037,1,1
77904420,4/6/2025 10:40,8/19/2054 16:47,11/9/2050 17:39," 1,379.00 ",192843,1,107599,96976,160,28,273,615,263,3009,18411,3607,399,1415,35197,211,2431,618,23760,5499,1,1,0.145593,0.039286,0.030968,0.06416,0.027535,0.037012,0.052842,0.105249,0.102522,0.037474,0.039973,0.470327,0.021693,1,1
77904472,3/15/2025 12:17,7/10/2054 13:31,10/5/2050 7:13," 1,374.00 ",275157,1,8589,249944,79,13,274,369,376,375,243,2143,1675,785,632,772,419,1068,14371,1211,1,1,0.108069,0.11971,0.05097,0.171618,0.029633,0.087495,0.304142,0.111448,0.030032,0.564055,0.034877,0.078844,0.038963,1,1
77904556,2/21/2025 13:54,6/20/2054 11:53,9/17/2050 14:00," 1,372.00 ",82813,1,12005,718,49,54,179,3471,3787,2463,49080,3199,408,3198,2539,4666,838,1827,2076,4271,1,1,0.116411,0.073182,0.03583,0.185327,0.145123,0.03218,0.035067,0.0314,0.032459,0.034744,0.036042,0.043226,0.036952,1,1
77904428,1/30/2025 15:31,5/31/2054 10:15,8/30/2050 20:47," 1,370.00 ",87003,1,5938,54185,25,2,156,406,312,2862,289,3377,1466,2131,235,220,2309,320,16695,1980,1,1,0.013782,0.129023,0.02816,0.0494,0.012754,0.142261,0.097248,0.125538,0.034312,0.038638,0.093935,0.067126,0.018895,1,1
77904490,1/8/2025 17:08,4/21/2054 6:59,7/26/2050 10:21," 1,365.00 ",117287,1,30068,67060,178,40,412,8107,12602,913,843,1713,554,6668,2855,563,4233,3024,2904,2642,1,1,0.092793,0.032749,0.03048,0.204912,0.032796,0.029558,0.033483,0.045499,0.048569,0.139989,0.047747,0.055939,0.045371,1,1
77904520,12/17/2024 18:45,4/1/2054 5:21,7/8/2050 17:08," 1,363.00 ",170706,1,141647,70791,310,2,77,31895,24132,5454,2568,2653,457,2129,1873,374,3484,9746,12827,1939,1,1,0.107392,0.032621,0.063589,0.423963,0.029389,0.032646,0.033786,0.043691,0.031313,0.031102,0.040124,0.044418,0.048822,1,1
77904496,11/25/2024 20:22,2/20/2054 2:05,6/3/2050 6:42," 1,358.00 ",324929,1,79394,214823,207,16,154,7141,11198,4598,16032,9132,8131,4209,3348,1208,10860,1154,3523,14529,1,1,0.029482,0.015215,0.027177,0.215185,0.029385,0.028805,0.037325,0.038846,0.019253,0.180284,0.021541,0.079092,0.039242,1,1
77904510,11/3/2024 21:59,1/31/2054 0:27,5/16/2050 13:29," 1,356.00 ",342864,1,17965,316066,34,5,43,3935,2406,3680,1454,743,776,2796,840,3147,1133,860,2915,2018,1,1,0.028202,0.099671,0.012732,1.661312,0.031067,0.031539,0.037592,0.141022,0.104907,0.015015,0.023797,0.022991,0.118437,1,1
77904536,10/12/2024 23:36,12/21/2053 21:11,4/11/2050 3:03," 1,350.00 ",176594,1,106015,3012,90,2,99,69217,19781,20735,3253,1492,1306,50814,1661,1295,484,928,933,1031,1,1,0.03025,0.0354,0.028448,0.033367,0.030474,0.029455,0.030816,0.032087,0.031502,0.03978,0.03638,0.03302,0.034372,1,1
77904396,9/21/2024 1:13,12/1/2053 19:33,3/24/2050 9:50," 1,348.00 ",74274,1,3329,58237,32,4,569,535,327,2118,300,587,482,456,308,244,358,315,7757,1651,1,1,0.073627,0.147793,0.016037,0.033283,0.063395,0.030313,0.015506,0.03087,0.035757,0.072668,0.038546,0.025262,0.016057,1,1
77904516,8/30/2024 2:50,10/22/2053 16:17,2/16/2050 23:24," 1,344.00 ",343373,1,38365,242013,46,28,401,21698,1838,1580,1122,18673,26179,7188,2083,3616,2018,3392,5302,3748,1,1,0.063629,0.114595,0.034034,0.046893,0.028986,0.029615,0.043713,0.228463,0.034801,0.030368,0.049055,0.038328,0.084571,1,1
77904538,8/8/2024 4:27,9/12/2053 13:01,1/12/2050 12:58," 1,339.00 ",73062,1,64522,55720,14,0,108,280,138,871,1416,592,368,8028,313,151,169,202,3698,988,1,1,0.080328,0.03171,0.03537,0.563346,0.051579,0.033354,0.135679,0.030013,0.143136,0.048572,0.04258,0.043211,0.037775,1,1
77904558,7/17/2024 6:04,6/4/2053 4:51,10/15/2049 22:53," 1,328.00 ",327307,1,23314,257931,35,7,213,7901,14432,2043,6392,4337,3450,5305,4002,4234,1260,6438,2939,3361,1,1,0.056981,0.108734,0.026918,0.077269,0.071216,0.102117,0.690153,0.060486,0.039134,0.118207,0.047682,0.029827,0.03673,1,1
77904544,6/25/2024 7:41,5/15/2053 3:13,9/28/2049 5:40," 1,325.00 ",80182,1,12565,27896,41,5,49,14566,1958,2168,4244,3036,401,1931,2553,8271,1964,1044,6477,3524,1,1,0.076288,0.031525,0.030236,0.035145,0.077568,0.015583,0.018384,0.036472,0.073775,0.036045,0.022757,0.072855,0.031802,1,1
77904486,6/3/2024 9:18,4/4/2053 23:57,8/23/2049 19:14," 1,320.00 ",163832,1,10868,118102,29,0,94,445,446,1904,418,2393,3527,4563,989,440,218,1488,21291,784,1,1,0.038224,0.039606,0.011563,0.036804,0.013141,0.042214,0.050908,0.147313,0.161155,0.106143,0.266575,0.042871,0.03223,1,1
77904388,5/12/2024 10:55,3/15/2053 22:19,8/6/2049 2:01," 1,317.00 ",79656,1,63346,27811,75,10,2903,8091,738,927,781,1133,711,3976,8976,433,974,17258,2843,2022,1,1,0.030665,0.04148,0.035865,0.033826,0.28992,0.030914,0.033714,0.034355,0.03062,0.030737,0.035836,0.147034,0.029847,1,1
77904498,4/20/2024 12:32,2/23/2053 20:41,7/19/2049 8:48," 1,315.00 ",254530,1,17603,206571,135,7,84,797,2757,784,4333,3983,5484,9863,2996,1397,1077,2134,10128,982,1,1,0.251044,0.078086,0.039683,0.047158,0.029519,0.01193,0.017456,0.018954,0.015494,0.018671,0.038636,0.02809,0.046898,1,1
77904492,3/29/2024 14:09,2/3/2053 19:03,7/1/2049 15:35," 1,313.00 ",332455,1,177761,217136,74,18,333,28219,11581,3231,6239,20740,14423,12317,1477,483,5658,2230,3342,195,1,1,0.011487,0.016066,0.012122,0.037044,0.030196,0.025288,0.036742,0.035022,0.016482,0.015406,0.018023,0.05087,0.034678,1,1
77904502,3/7/2024 15:46,1/14/2053 17:25,6/13/2049 22:22," 1,311.00 ",292564,1,97803,278498,27,17,759,5507,1107,2291,903,122,115,208,144,119,92,1655,305,650,1,1,0.053543,0.03457,0.038059,0.037665,0.05617,0.10353,0.084571,0.031129,0.070377,0.061866,0.093285,0.072273,0.031752,1,1
77904426,2/14/2024 17:23,12/25/2052 15:47,5/27/2049 5:09," 1,308.00 ",276323,1,24596,231329,69,0,63,1261,235,1672,338,2667,850,4050,9204,283,553,321,22276,763,1,1,0.057266,0.03101,0.031467,0.03555,0.057916,0.070002,0.16098,0.374951,0.033307,0.033247,0.047466,0.021661,0.037758,1,1
77904342,1/23/2024 19:00,11/15/2052 12:31,4/21/2049 18:43," 1,304.00 ",102853,1,35490,1224,36,0,28,754,627,1274,13317,2187,540,23713,557,40096,873,2231,9177,2457,1,1,0.030969,0.015617,0.034616,0.032388,0.029078,0.037446,0.035209,0.030174,0.035211,0.036665,0.024187,0.021094,0.219195,1,1
77904484,1/1/2024 20:37,8/27/2052 5:59,2/9/2049 21:51," 1,295.00 ",286365,1,5850,269369,36,40,701,1284,702,749,531,723,360,3177,1993,411,1154,575,4027,511,1,1,0.268558,0.03877,0.011893,0.09645,0.045452,0.044314,0.016531,0.015288,0.0366,0.01881,0.165586,0.022392,0.036263,1,1
77904464,12/10/2023 22:14,7/18/2052 2:43,1/5/2049 11:25," 1,290.00 ",153347,1,6852,113026,68,16,131,1602,572,616,2594,2563,1565,2088,2221,1924,19405,348,2523,1937,1,1,0.044076,0.052002,0.028605,0.030284,0.013452,0.14268,0.361983,0.040843,0.029941,0.03297,0.017217,0.037988,0.0728,1,1
77904344,11/18/2023 23:51,5/18/2052 21:49,11/13/2048 7:46," 1,282.00 ",50149,1,12424,24146,221,10,118,4061,308,1690,1215,483,457,1487,2788,989,473,1138,4270,6020,1,1,0.031116,0.032086,0.078344,0.086776,0.13169,0.104913,0.037536,0.031747,0.152443,0.039527,0.038313,0.045347,0.036079,1,1
77904506,10/28/2023 1:28,4/28/2052 20:11,10/26/2048 14:33," 1,280.00 ",89396,1,62877,47388,31,20,342,1870,781,5156,2584,1130,1522,3832,720,401,226,1557,15585,2131,1,1,0.030039,0.07009,0.035565,0.096143,0.039861,0.014194,0.042588,0.03186,0.033233,0.014936,0.172812,0.041415,0.033401,1,1
77904398,10/6/2023 3:05,2/28/2052 15:17,9/3/2048 10:54," 1,273.00 ",332847,1,42110,276228,29,17,62,5343,2166,1883,366,1941,5382,654,1662,367,141,2037,2393,574,1,1,0.014857,0.312951,0.012593,0.031679,0.099232,0.034062,0.096373,0.031673,0.105468,0.035174,0.073913,0.075937,0.045591,1,1
77824656,9/14/2023 4:42,10/11/2051 3:51,5/2/2048 10:23," 1,257.00 ",163427,1,4045,136345,32,12,234,967,1146,1432,1067,2843,4411,3134,678,330,1302,1053,3878,2092,1,1,0.012393,0.020339,0.028422,0.030946,0.06051,0.027036,0.045068,0.038205,0.039657,0.03829,0.018435,0.038715,0.094979,1,1
77824686,8/23/2023 6:19,5/23/2051 16:25,12/30/2047 9:52," 1,240.00 ",257610,1,111671,209408,129,10,52,813,376,795,1402,1557,3836,916,609,407,1690,6608,27774,711,1,1,0.027777,0.457504,0.028198,0.029839,0.01395,0.02963,0.208058,0.316771,0.0913,0.03221,0.036792,0.040756,0.092177,1,1
77824818,8/1/2023 7:56,3/24/2051 11:31,11/7/2047 6:13," 1,233.00 ",344664,1,143319,166823,104,48,16616,20681,21753,10464,2640,1986,6717,4790,22936,2214,2436,1760,43929,18439,1,1,0.097001,0.029918,0.039425,0.113024,0.030574,0.103741,0.01608,0.089617,0.021958,0.043922,0.028174,0.024568,0.023468,1,1
77824630,7/10/2023 9:33,1/23/2051 6:37,9/15/2047 2:34," 1,226.00 ",184127,1,119196,99425,31,0,291,9589,610,1903,2316,6549,2236,1450,19651,919,18381,1507,4900,10620,1,1,0.011704,0.037375,0.02724,0.042204,0.054794,0.029321,0.044485,0.045207,0.095147,0.145589,0.180879,0.060896,0.035086,1,1
77824676,6/18/2023 11:10,12/14/2050 3:21,8/10/2047 16:08," 1,222.00 ",328465,1,39454,233511,222,38,419,5486,971,4747,528,1524,5056,1324,858,11761,5593,817,54595,1143,1,1,0.042521,0.151282,0.103738,0.107609,0.029478,0.030763,0.051452,0.04168,0.042299,0.039216,0.038325,0.066768,0.038,1,1
77824572,5/27/2023 12:47,11/4/2050 0:05,7/6/2047 5:42," 1,217.00 ",95746,1,78892,37290,101,14,126,2978,2017,1573,714,2961,1229,2766,7669,17536,1912,448,14541,1965,1,1,0.045911,0.137624,0.092209,0.050775,0.073949,0.075111,0.045144,0.031809,0.107119,0.081638,0.144886,0.040198,0.057757,1,1
77729208,5/5/2023 14:24,5/27/2050 11:01,2/14/2047 11:58," 1,198.00 ",336004,1,13112,262195,31,105,573,3244,3263,1064,1379,1586,22022,2996,1429,453,3098,1945,13273,17119,1,1,0.028322,0.174023,0.03114,0.033459,0.030948,0.030131,0.031029,0.035258,0.033022,0.033462,0.093774,0.02226,0.030016,1,1
77729260,4/13/2023 16:01,3/28/2050 6:07,12/23/2046 8:19," 1,191.00 ",18992,1,4364,327,34,2,190,982,516,485,578,1396,1013,2788,6168,1038,422,1288,984,796,1,1,0.053048,0.211864,0.027026,0.035936,0.098642,0.051692,0.153846,0.069426,0.020858,0.0371,0.106086,0.132907,0.128881,1,1
77728982,3/22/2023 17:38,3/8/2050 4:29,12/5/2046 15:06," 1,189.00 ",30820,1,13281,500,35,4,273,1011,328,748,533,929,936,4571,5537,649,951,1546,3127,9037,1,1,0.028579,0.030989,0.051654,0.031498,0.142592,0.039293,0.069659,0.031989,0.083346,0.030988,0.099577,0.048353,0.029984,1,1
77729076,2/28/2023 19:15,12/17/2049 21:57,9/25/2046 18:14," 1,179.00 ",106737,1,49659,50850,62,0,194,472,906,1354,837,1453,4618,5997,811,337,6702,1205,23528,7301,1,1,0.031463,0.013735,0.01036,0.111605,0.015625,0.012903,0.016909,0.060107,0.032118,0.033998,0.125865,0.032795,0.043824,1,1
77729150,2/6/2023 20:52,11/27/2049 20:19,9/8/2046 1:01," 1,176.00 ",278603,1,683,232870,6,1,1125,3842,2420,2436,2230,2581,1360,3177,1191,1818,7411,2986,6714,3391,1,1,0.028096,0.033092,0.028727,0.045383,0.040601,0.032841,0.03317,0.041814,0.031366,0.035869,0.049002,0.039636,0.0193,1,1
