attempt_id,inv_at,attempt_end,attempt_start, day_diff ,attempt_time,attempt_ct,out_of_window_seconds,network_disconnect_seconds,window_exit_ct,copy_paste_ct,q1-time_taken,q2-time_taken,q3-time_taken,q4-time_taken,q5-time_taken,q6-time_taken,q7-time_taken,q8-time_taken,q9-time_taken,q10-time_taken,q11-time_taken,q12-time_taken,q13-time_taken,q14-time_taken,q13-testcase_passed,q14-testcase_passed,q2-testcase_time,q3-testcase_time,q4-testcase_time,q5-testcase_time,q6-testcase_time,q7-testcase_time,q8-testcase_time,q9-testcase_time,q10-testcase_time,q11-testcase_time,q12-testcase_time,q13-testcase_time,q14-testcase_time,score_pct,pass
77729228,1/15/2023 22:29,10/18/2049 17:03,8/3/2046 14:35," 1,172.00 ",336773,1,277300,208719,76,37,1139,6929,2664,10243,872,51337,1029,2172,13098,6256,2400,1255,20913,6026,1,1,0.011801,0.04502,0.028369,0.034051,0.020916,0.017634,0.035059,0.014835,0.033765,0.038832,0.035765,0.0393,0.39388,1,1
77728972,12/25/2022 0:06,8/19/2049 12:09,6/11/2046 10:56," 1,165.00 ",203059,1,1104,137463,8,0,442,2108,1447,2617,3760,13118,3558,2247,5301,1168,4140,1045,21611,2817,1,1,0.031189,0.032533,0.044662,0.016046,0.252533,0.028666,0.032573,0.022931,0.016123,0.020098,0.043956,0.040795,0.058246,1,1
77729136,12/3/2022 1:43,7/10/2049 8:53,5/7/2046 0:30," 1,160.00 ",341130,1,162609,104432,86,0,138,69093,672,1467,2353,17566,18580,3122,5584,405,1150,712,98177,16706,1,1,0.084637,0.065035,0.063346,0.149904,0.092365,0.299947,0.035902,0.05391,0.054083,0.031072,0.040083,0.040245,0.034982,1,1
77728978,11/11/2022 3:20,6/20/2049 7:15,4/19/2046 7:17," 1,158.00 ",258544,1,52623,226677,21,3,983,1045,421,409,671,939,444,853,945,8761,4111,2892,3479,4863,1,1,0.031046,0.067249,0.025811,0.029073,0.030712,0.040252,0.03624,0.365248,0.059788,0.056408,0.042713,0.037068,0.018609,1,1
77729330,10/20/2022 4:57,5/31/2049 5:37,4/1/2046 14:04," 1,156.00 ",336386,1,75422,220304,153,7,22,5954,1458,54424,1755,1006,271,2111,6811,12178,2049,3639,14174,9971,1,1,0.104838,0.107891,0.118376,0.124376,0.093356,0.081825,0.031106,0.016158,0.034564,0.02118,0.138032,0.040569,0.125566,1,1
77728994,9/28/2022 6:34,5/11/2049 3:59,3/14/2046 20:51," 1,154.00 ",106220,1,28127,41727,27,22,1660,2048,11721,907,630,1320,4577,12415,9413,13078,528,1071,2691,2275,1,1,0.058282,0.177549,0.047787,0.224501,0.033028,0.227884,0.032722,0.036296,0.03093,0.128077,0.039353,0.041079,0.032527,1,1
77729130,9/6/2022 8:11,4/21/2049 2:21,2/25/2046 3:38," 1,151.00 ",319566,1,214820,163678,224,120,2520,8914,10538,1879,1537,36281,6778,13741,918,903,23407,611,33174,14445,1,1,0.011309,0.030764,0.0315,0.146238,0.044779,0.029878,0.035558,0.039235,0.033411,0.034935,0.035428,0.127732,0.050424,1,1
77729034,8/15/2022 9:48,2/19/2049 21:27,1/2/2046 23:59," 1,144.00 ",87750,1,15602,50813,55,0,274,5668,251,358,1024,2784,963,618,283,272,4265,558,5521,3942,1,1,0.130477,0.141866,0.0437,0.031225,0.119004,0.229107,0.050959,0.040642,0.60289,0.043654,0.037905,0.086431,0.031252,1,1
73386394,5/20/2028 22:36,7/14/2048 3:29,6/22/2045 2:36," 1,118.00 ",259541,1,15085,220208,113,45,202,5833,1944,2075,4362,2155,2190,3057,692,650,1328,1411,4799,8435,1,1,0.011392,0.193881,0.025023,0.013331,0.026566,0.030643,0.022547,0.029938,0.013866,0.022635,0.056184,0.065538,0.151935,1,1
73386338,4/29/2028 0:13,6/24/2048 1:51,6/4/2045 9:23," 1,116.00 ",172688,1,133108,110633,42,29,560,1665,2182,5172,1087,11578,1252,3142,4937,1941,6814,700,13662,6918,1,1,0.03714,0.136313,0.042796,0.363527,0.133037,0.040925,0.032702,0.032571,0.035907,0.133602,0.035889,0.188163,0.033369,1,1
73386330,4/7/2028 1:50,6/4/2048 0:13,5/17/2045 16:10," 1,114.00 ",13990,1,413,0,6,1,58,486,305,590,647,318,1462,1072,1211,194,189,324,1811,906,1,1,0.030732,0.0379,0.045023,0.033925,0.098375,0.03193,0.045368,0.150934,0.103714,0.03669,0.038692,0.035378,0.050834,1,1
73386082,4/30/2031 15:23,5/14/2048 22:35,4/29/2045 22:57," 1,111.00 ",199406,1,148566,59430,70,30,2532,702,272,819,770,5673,62916,4206,2046,617,1529,1001,50303,6124,1,1,0.423098,0.130351,0.131967,0.031548,0.031834,0.031321,0.095992,0.089888,0.03263,0.035946,0.061161,0.058358,0.033775,1,1
73386098,4/8/2031 17:00,4/24/2048 20:57,4/12/2045 5:44," 1,108.00 ",268663,1,190255,88251,167,15,885,7876,1026,9140,12933,8519,9610,7001,29838,998,4769,15559,19184,13171,1,1,0.051102,0.033451,0.028617,0.015984,0.039294,0.029858,0.032048,0.03135,0.060914,0.021119,0.034575,0.11723,0.032825,1,1
73386296,3/16/2028 3:27,4/4/2048 19:19,3/25/2045 12:31," 1,106.00 ",217311,1,9323,191686,41,10,1957,1831,591,625,683,2239,2061,735,2214,718,649,4329,4823,1927,1,1,0.028506,0.032512,0.033626,0.141225,0.075312,0.050513,0.171385,0.035032,0.124983,0.044618,0.051614,0.070972,0.143758,1,1
73386108,3/17/2031 18:37,3/15/2048 17:41,3/7/2045 19:18," 1,104.00 ",118890,1,25933,78104,31,18,672,1692,588,5730,886,1669,1626,1263,1167,1839,628,2312,17728,2813,1,1,0.066629,0.105801,0.109562,0.106089,0.013055,0.028962,0.121167,0.130281,0.026959,0.03149,0.076438,0.044409,0.233508,1,1
73386346,2/23/2028 5:04,2/24/2048 16:03,2/18/2045 2:05," 1,101.00 ",114297,1,11475,96589,95,16,414,501,533,417,456,1695,1716,1531,597,310,2742,563,4678,1104,1,1,0.079533,0.030792,0.109696,0.03328,0.059482,0.034774,0.053867,0.078928,0.032981,0.100162,0.035999,0.037384,0.058034,1,1
73386420,2/1/2028 6:41,2/4/2048 14:25,1/31/2045 8:52," 1,099.00 ",225055,1,45541,149838,142,27,486,15649,8663,8292,630,8459,2205,9147,2512,562,2955,3458,5436,4826,1,1,0.032356,0.043566,0.112575,0.013754,0.012654,0.134351,0.039766,0.027606,0.295852,0.031741,0.019477,0.021553,0.032832,1,1
73386382,1/10/2028 8:18,1/15/2048 12:47,1/13/2045 15:39," 1,097.00 ",94788,1,84149,43782,116,24,328,4654,2094,2819,5922,2853,2204,2013,1941,529,424,1797,2479,20513,1,1,0.026096,0.031802,0.029756,0.036546,0.035179,0.044404,0.232572,0.038371,0.01717,0.153656,0.167056,0.037024,0.057515,1,1
73386378,12/19/2027 9:55,12/26/2047 11:09,12/26/2044 22:26," 1,095.00 ",307345,1,14193,193310,25,11,111,5543,1332,785,10899,4148,32669,483,772,338,977,287,872,568,1,1,0.035191,0.068725,0.036295,0.409608,0.030608,0.027212,0.034626,0.06585,0.06893,0.06425,0.019683,0.028142,0.198198,1,1
73386322,11/27/2027 11:32,12/6/2047 9:31,12/9/2044 5:13," 1,092.00 ",109976,1,83717,1820,177,22,189,1315,429,572,3923,2822,4729,4444,840,1240,486,521,8018,70245,1,1,0.011867,0.032629,0.09197,0.086355,0.02047,0.347079,0.106516,0.129889,0.255789,0.117959,0.5642,0.304364,0.051898,1,1
73386126,11/5/2027 13:09,11/16/2047 7:53,11/21/2044 12:00," 1,090.00 ",280331,1,30323,223490,143,20,1807,2596,1282,5551,14460,720,928,1800,1176,1203,7984,671,4533,5212,1,1,0.029023,0.029426,0.028145,0.435702,0.031019,0.045859,0.171996,0.064329,0.033567,0.332473,0.038578,0.047294,0.038129,1,1
73386110,2/23/2031 20:14,10/27/2047 6:15,11/3/2044 18:47," 1,088.00 ",273742,1,183047,143546,62,2,150,2295,2120,7785,27845,20795,1327,2779,6759,4060,1285,2808,23375,25551,1,1,0.074376,0.079103,0.051039,0.137899,0.06575,0.055845,0.041986,0.048931,0.067075,0.035853,0.479703,0.061027,0.034675,1,1
73386388,10/14/2027 14:46,10/7/2047 4:37,10/17/2044 1:34," 1,085.00 ",289797,1,172969,186909,119,34,17,1369,3358,579,19097,355,180,635,1432,406,405,3108,61462,9602,1,1,0.026535,0.075591,0.063317,0.064971,0.067543,0.03138,0.050229,0.048852,0.043538,0.015722,0.045629,0.034803,0.072696,1,1
73386364,9/22/2027 16:23,9/17/2047 2:59,9/29/2044 8:21," 1,083.00 ",121273,1,77948,31503,55,21,13750,6595,539,365,1546,18460,1048,3677,1338,1538,547,1328,23294,11268,1,1,0.241085,0.035387,0.061712,0.141338,0.030646,0.012944,0.160411,0.034851,0.034514,0.032604,0.150337,0.134623,0.035581,1,1
73386476,8/31/2027 18:00,8/7/2047 23:43,8/24/2044 21:55," 1,078.00 ",302394,1,8852,268194,44,18,620,7054,3737,2864,409,1436,638,1565,563,1882,825,3796,6919,689,1,1,0.119894,0.032455,0.313541,0.042263,0.016776,0.069249,0.345712,0.019056,0.014577,0.042616,0.424094,0.025077,0.021012,1,1
73386718,8/9/2027 19:37,7/18/2047 22:05,8/7/2044 4:42," 1,075.00 ",207954,1,148358,69209,80,0,301,41529,842,7824,1689,18761,3019,5283,5413,774,1305,3521,17737,30703,1,1,0.143843,0.034115,0.098651,0.137951,0.10685,0.039744,0.0455,0.039506,0.057911,0.019116,0.059738,0.027097,0.035462,1,1
73386300,7/18/2027 21:14,6/28/2047 20:27,7/20/2044 11:29," 1,073.00 ",369998,1,127605,188683,105,27,1481,20099,12863,500,8629,36793,1256,4047,23268,5983,804,51535,9926,4037,1,1,0.037111,0.293423,0.027259,0.293721,0.070577,0.02191,0.025799,0.019115,0.071253,0.028834,0.040329,0.037386,0.018101,1,1
73386138,6/26/2027 22:51,5/19/2047 17:11,6/15/2044 1:03," 1,068.00 ",370097,1,65002,248297,160,51,9227,2531,30699,1522,5189,15497,2853,4043,9709,4611,5121,5320,13264,7804,1,1,0.038215,0.034144,0.03262,0.032386,0.027901,0.132446,0.078919,0.11528,0.049716,0.050467,0.034,0.208376,0.159193,1,1
73386586,6/5/2027 0:28,4/29/2047 15:33,5/28/2044 7:50," 1,066.00 ",203505,1,35968,115311,22,1,361,685,248,1750,283,20906,41536,942,528,349,275,17592,1320,1383,1,1,0.043902,0.091833,0.028473,0.030379,0.061261,0.031365,0.035077,0.161443,0.036612,0.032975,0.039304,0.09241,0.163008,1,1
73386454,5/14/2027 2:05,4/9/2047 13:55,5/10/2044 14:37," 1,064.00 ",366974,1,60506,260594,112,1,987,731,584,11818,22182,4467,3088,15326,6163,528,7499,4694,20136,6400,1,1,0.160682,0.082312,0.043201,0.047158,0.040615,0.56558,0.156396,0.057994,0.031185,0.035778,0.03998,0.123556,0.034655,1,1
73386532,4/22/2027 3:42,3/20/2047 12:17,4/22/2044 21:24," 1,062.00 ",276759,1,34463,190761,117,24,43,2786,798,1835,653,5746,2430,2465,7412,4389,9986,2100,21010,7754,1,1,0.011439,0.051698,0.049813,0.033595,0.084432,0.131472,0.036394,0.031405,0.024091,0.018893,0.020697,0.054405,0.017393,1,1
73386282,3/31/2027 5:19,2/28/2047 10:39,4/5/2044 4:11," 1,059.00 ",281764,1,79514,173099,209,1,206,673,585,884,801,19813,647,958,40826,351,1336,921,39401,1111,1,1,0.0611,0.033092,0.067346,0.075323,0.045006,0.040486,0.214797,0.034419,0.032048,0.043238,0.033517,0.031556,0.016775,1,1
73386212,3/9/2027 6:56,2/8/2047 9:01,3/18/2044 10:58," 1,057.00 ",370790,1,88220,175664,50,19,544,2389,442,608,596,7566,31429,96802,1953,519,4909,529,42902,3816,1,1,0.0461,0.041148,0.041195,0.036343,0.014221,0.013861,0.033241,0.068103,0.038782,0.17284,0.090635,0.177817,0.173956,1,1
73386544,2/15/2027 8:33,1/19/2047 7:23,2/29/2044 17:45," 1,055.00 ",315947,1,257041,100817,73,7,24640,22318,4634,1818,3330,23820,1989,1453,1913,1595,14350,2696,26144,75559,1,1,0.077446,0.087454,0.017633,0.06791,0.038166,0.030778,0.043522,0.046388,0.074436,0.049609,0.550568,0.034381,0.037308,1,1
73386652,1/24/2027 10:10,12/30/2046 5:45,2/12/2044 0:32," 1,052.00 ",360224,1,83854,240808,64,1,388,431,493,2278,326,1888,22772,14140,3450,245,1717,415,4482,65873,1,1,0.030563,0.285094,0.036417,0.085105,0.032273,0.259122,0.061274,0.030537,0.042334,0.070441,0.092829,0.084358,0.046633,1,1
73386302,1/2/2027 11:47,10/31/2046 0:51,12/20/2043 20:53," 1,046.00 ",281050,1,261310,107473,37,31,113,1081,335,38341,545,24718,1116,1333,3039,324,181,775,95207,5980,1,1,0.027899,0.030834,0.058424,0.281422,0.046804,0.035639,0.035584,0.214178,0.06401,0.073207,0.043654,0.04414,0.039536,1,1
73386492,12/11/2026 13:24,10/10/2046 23:13,12/3/2043 3:40," 1,042.00 ",282098,1,33133,182232,53,24,3217,2818,2903,1032,1614,6908,1895,13700,1005,3733,641,934,1497,1624,1,1,0.028364,0.029721,0.047621,0.02927,0.03231,0.030008,0.03261,0.033325,0.033648,0.034044,0.037722,0.041303,0.033875,1,1
73386582,11/19/2026 15:01,8/31/2046 19:57,10/28/2043 17:14," 1,038.00 ",286773,1,31582,201906,117,42,166,5389,1071,19426,1094,17616,1656,14652,2045,440,8144,1533,3641,7308,1,1,0.018727,0.040218,0.014836,0.03112,0.074202,0.013329,0.080273,0.017297,0.016416,0.041239,0.089944,0.048184,0.033986,1,1
73386502,10/28/2026 16:38,7/22/2046 16:41,9/23/2043 6:48," 1,033.00 ",133193,1,111559,8017,76,13,68,2197,988,371,1020,918,82528,9526,574,278,19870,720,4429,1532,1,1,0.027572,0.121194,0.093979,0.060611,0.035371,0.01858,0.045688,0.029934,0.025953,0.047401,0.03375,0.127129,0.08396,1,1
73386202,10/6/2026 18:15,7/2/2046 15:03,9/5/2043 13:35," 1,031.00 ",322336,1,26013,253406,68,8,1130,2184,2797,2856,1411,2684,2569,5920,995,951,11301,2614,22402,8771,1,1,0.079978,0.09901,0.03211,0.082085,0.04033,0.029473,0.017735,0.052142,0.019071,0.035684,0.051818,0.072146,0.138867,1,1
73386540,9/14/2026 19:52,6/12/2046 13:25,8/18/2043 20:22," 1,029.00 ",286232,1,83021,153688,77,44,199,901,1232,1965,620,16448,10942,2747,910,427,992,2274,59839,29828,1,1,0.063707,0.03541,0.07861,0.071731,0.11287,0.186661,0.048079,0.133254,0.263674,0.099929,0.043026,0.044425,0.10265,1,1
73386240,8/23/2026 21:29,5/23/2046 11:47,8/1/2043 3:09," 1,026.00 ",286980,1,77083,254269,56,25,260,4220,2373,618,416,921,1818,1413,1781,456,727,12451,4209,873,1,1,0.011414,0.030235,0.029086,0.071681,0.036827,0.029713,0.12171,0.016853,0.018358,0.018291,0.035852,0.024637,0.026328,1,1
73386672,8/1/2026 23:06,5/3/2046 10:09,7/14/2043 9:56," 1,024.00 ",306137,1,92465,246142,135,19,991,2854,830,14515,792,3877,2145,3071,1623,498,844,654,13236,12923,1,1,0.104536,0.477975,0.041543,0.061843,0.061094,0.013899,0.268609,0.059098,0.035346,0.038411,0.037175,0.057252,0.044952,1,1
73387470,7/11/2026 0:43,4/13/2046 8:31,6/26/2043 16:43," 1,022.00 ",280849,1,126866,139022,204,9,213,6186,1788,9144,1614,36912,4730,3604,12555,2467,1136,1862,23090,36390,1,1,0.030777,0.043277,0.029732,0.077316,0.061908,0.034544,0.07758,0.069328,0.035181,0.036639,0.15053,0.511148,0.033177,1,1
73386220,6/19/2026 2:20,3/24/2046 6:53,6/8/2043 23:30," 1,020.00 ",285391,1,196667,132799,151,21,404,12199,1200,1425,11569,28130,4902,11523,20008,1147,1117,1518,32677,24001,1,1,0.028033,0.137351,0.047372,0.01408,0.028762,0.029655,0.036795,0.031904,0.031791,0.032151,0.03653,0.037498,0.157168,1,1
73386222,5/28/2026 3:57,3/4/2046 5:15,5/22/2043 6:17," 1,017.00 ",348456,1,243142,225084,235,22,211,1598,854,37068,3366,12673,5108,3023,22860,342,7712,7776,12407,8262,1,1,0.037889,0.033506,0.016159,0.213955,0.01366,0.029759,0.079593,0.032493,0.06064,0.062285,0.052567,0.038591,0.069848,1,1
73386206,5/6/2026 5:34,1/23/2046 1:59,4/16/2043 19:51," 1,013.00 ",287080,1,105485,202993,40,4,1161,566,167,1936,561,1970,27876,6210,1901,636,4633,913,33968,1545,1,1,0.093709,0.034169,0.111652,0.030865,0.036955,0.048835,0.033364,0.049074,0.098948,0.033064,0.092139,0.046771,0.03575,1,1
73388412,7/24/2022 11:25,1/3/2046 0:21,3/30/2043 2:38," 1,010.00 ",281741,1,267124,77869,36,14,19,720,260,291,1350,45,81480,55,45,2135,75,366,634,93,1,1,0.034598,0.047943,0.030117,0.021917,0.075502,0.068232,0.046008,0.020124,0.038111,0.080128,0.03319,0.032089,0.033798,1,1
73387664,4/14/2026 7:11,12/13/2045 22:43,3/12/2043 9:25," 1,007.00 ",321359,1,230555,18359,92,0,234,8078,943,1499,767,2864,2104,14887,85461,18681,43860,20900,98980,3558,1,1,0.040546,0.033739,0.050852,0.035409,0.063895,0.049932,0.08315,0.05079,0.035396,0.0328,0.171473,0.05602,0.05296,1,1
73386546,3/23/2026 8:48,11/23/2045 21:05,2/22/2043 16:12," 1,005.00 ",24046,1,3088,102,4,0,74,548,744,766,853,1517,2534,5839,2215,748,1064,845,4423,1734,1,1,0.150388,0.036749,0.028369,0.031265,0.032231,0.040529,0.094471,0.034013,0.103307,0.091442,0.038679,0.037508,0.033592,1,1
73386392,3/1/2026 10:25,10/14/2045 17:49,1/18/2043 5:46," 1,000.00 ",109253,1,58573,50440,12,22,50,803,931,648,505,5822,849,9053,1864,644,9586,324,27092,600,1,1,0.021882,0.076746,0.018529,0.112449,0.01927,0.034363,0.016159,0.52379,0.115952,0.195012,0.158027,0.131014,0.526533,1,1
73386690,2/7/2026 12:02,9/24/2045 16:11,12/31/2042 12:33, 998.00 ,25043,1,2164,135,17,20,728,544,293,1087,3222,3439,1702,2983,705,1673,1034,573,4775,2082,1,1,0.011359,0.030472,0.129744,0.031124,0.031419,0.014128,0.013463,0.013448,0.01531,0.015065,0.019212,0.020302,0.015263,1,1
73386254,1/16/2026 13:39,9/4/2045 14:33,12/13/2042 19:20, 996.00 ,108919,1,81297,44545,47,16,1349,2069,828,1208,420,3035,1580,5839,631,656,4705,3468,35326,2853,1,1,0.133888,0.082077,0.136502,0.109941,0.149762,0.288707,0.05093,0.10525,0.046727,0.023707,0.04179,0.024919,0.113034,1,1
73386596,12/25/2025 15:16,8/15/2045 12:55,11/26/2042 2:07, 993.00 ,37606,1,10433,95,28,4,834,979,1164,2217,716,966,2432,19990,1650,668,664,638,2825,1726,1,1,0.026944,0.030681,0.028909,0.030714,0.029306,0.02972,0.030451,0.055905,0.407023,0.053068,0.040822,0.043368,0.034273,1,1
73387630,12/3/2025 16:53,7/26/2045 11:17,11/8/2042 8:54, 991.00 ,182795,1,67109,110,19,61,199,6330,1022,414,319,1050,18619,1995,1162,1994,43815,1226,85904,18048,1,1,0.027148,0.256285,0.094105,0.031832,0.118014,0.107086,0.036248,0.032919,0.058188,0.032157,0.140753,0.033668,0.051601,1,1
73386092,2/1/2031 21:51,6/16/2045 8:01,10/3/2042 22:28, 987.00 ,18256,1,161,0,3,0,755,910,588,392,303,3634,1616,562,426,177,300,408,7543,592,1,1,0.053135,0.101105,0.349999,0.016108,0.12691,0.058429,0.017424,0.04724,0.039581,0.032494,0.041134,0.020589,0.379153,1,1
73390340,7/2/2022 13:02,5/27/2045 6:23,9/16/2042 5:15, 984.00 ,201707,1,28720,105374,76,52,297,3591,1960,7985,2954,2271,2495,42652,885,538,3670,1596,3404,2670,1,1,0.027452,0.057836,0.031696,0.74504,0.026495,0.014951,0.054789,0.023133,0.026449,0.035463,0.033968,0.045219,0.064166,1,1
73386636,11/11/2025 18:30,5/7/2045 4:45,8/29/2042 12:02, 982.00 ,26347,1,1776,0,53,0,308,762,402,1756,2037,1022,1373,1364,711,7181,2265,2477,1954,2347,1,1,0.029306,0.086543,0.0371,0.0616,0.030367,0.653572,0.03277,0.034242,0.029006,0.099329,0.034017,0.041793,0.040346,1,1
73386234,10/20/2025 20:07,4/17/2045 3:07,8/11/2042 18:49, 980.00 ,97041,1,9150,37535,8,14,395,3158,2395,2879,1127,1587,7875,3757,1096,1230,492,10417,2802,12193,1,1,0.02752,0.014392,0.067123,0.033889,0.032926,0.141502,0.585309,0.0232,0.021165,0.139539,0.217954,0.042238,0.045039,1,1
73386646,9/28/2025 21:44,3/28/2045 1:29,7/25/2042 1:36, 977.00 ,85305,1,51518,52170,5,0,491,991,672,556,3387,1207,1621,2923,855,2270,1220,492,10168,5589,1,1,0.093589,0.031528,0.027649,0.016216,0.130029,0.031849,0.083368,0.050845,0.033597,0.035468,0.039384,0.021516,0.065001,1,1
73387452,9/6/2025 23:21,3/7/2045 23:51,7/7/2042 8:23, 974.00 ,50634,1,19056,3020,39,43,2369,3556,964,5097,4335,3330,3059,4462,2979,435,9762,1329,648,5234,1,1,0.011523,0.244807,0.434858,1.352123,0.060236,0.122513,0.032535,0.169025,0.016296,0.025515,0.028997,0.042627,0.042092,1,1
73386258,8/16/2025 0:58,2/15/2045 22:13,6/19/2042 15:10, 972.00 ,51761,1,20443,18951,201,5,257,6371,1004,3246,4489,1315,3481,3001,1891,805,3107,610,1250,661,1,1,0.029487,0.140469,0.030278,0.027876,0.06919,0.034735,0.032769,0.031152,0.143387,0.112923,0.063055,0.087656,0.03834,1,1
73387254,7/25/2025 2:35,1/6/2045 18:57,5/15/2042 4:44, 967.00 ,45432,1,3317,264,21,41,355,10627,1312,1847,1416,3736,2073,2600,4615,976,5900,1570,3106,4297,1,1,0.100342,0.032275,0.051443,0.085376,0.243163,0.065475,0.100692,0.031614,0.287047,0.059247,0.037066,0.041358,0.038784,1,1
73387148,7/3/2025 4:12,12/17/2044 17:19,4/27/2042 11:31, 965.00 ,112327,1,86903,49550,171,52,266,674,682,2179,1261,1092,3680,3546,1420,1361,2300,622,38706,4914,1,1,0.081452,0.033219,0.035152,0.45465,0.011976,0.029812,0.032296,0.110898,0.033915,0.363184,0.473695,0.104801,0.137494,1,1
73386552,6/11/2025 5:49,10/18/2044 12:25,3/5/2042 7:52, 958.00 ,181489,1,90216,444,6,30,403,1607,241,571,443,3160,14336,150696,451,276,3746,503,1190,474,1,1,0.030573,0.031636,0.037572,0.032616,0.061552,0.379816,0.125827,0.033057,0.035017,0.100544,0.034422,0.062166,0.033929,1,1
73387710,6/10/2022 14:39,9/28/2044 10:47,2/15/2042 14:39, 956.00 ,180295,1,129229,931,26,29,278,4825,538,63,23,10019,2903,21598,1059,36883,92894,555,1291,5965,1,1,0.028933,0.031032,0.029647,0.033965,0.14558,0.032378,0.034168,0.029659,0.091703,0.103657,0.479954,0.038291,0.036708,1,1
72957860,1/10/2031 23:28,8/19/2044 7:31,1/11/2042 4:13, 951.00 ,109392,1,17083,52905,59,2,77,1204,1360,677,554,2288,3533,2245,910,932,7963,8022,22098,1939,1,1,0.015924,0.101366,0.040645,0.41163,0.045627,0.10218,0.311979,0.079208,0.0691,0.096868,0.042918,0.298098,0.031485,1,1
73032480,12/20/2030 1:05,7/30/2044 5:53,12/24/2041 11:00, 949.00 ,179933,1,65154,42720,7,0,449,16499,1672,1906,585,2454,2886,5984,13608,40749,14864,7120,23327,2600,1,1,0.072571,0.098748,0.084578,0.065244,0.088959,0.184265,0.238307,0.036017,0.052149,0.122376,0.121191,0.029944,0.132121,1,1
72957736,11/28/2030 2:42,7/10/2044 4:15,12/6/2041 17:47, 947.00 ,337026,1,176804,146010,119,7,3600,8911,34206,8363,9886,47681,1343,10900,1814,3976,1414,34404,21993,2354,1,1,0.130977,0.125993,0.082674,0.032103,0.102408,0.032817,0.113417,0.119846,0.362828,0.134534,0.084594,0.120387,0.123746,1,1
73032436,11/6/2030 4:19,5/31/2044 0:59,11/1/2041 7:21, 942.00 ,198539,1,134242,94518,215,124,904,10245,1770,4567,3769,7898,3459,20444,3205,2713,9586,4755,17981,8794,1,1,0.018125,0.027771,0.01227,0.026908,0.019424,0.097365,0.101395,0.132024,0.03385,0.128157,0.560986,0.092729,0.042438,1,1
72958116,10/15/2030 5:56,4/20/2044 21:43,9/26/2041 20:55, 937.00 ,249035,1,146026,167712,112,17,533,5255,3207,10315,10805,5137,3152,2828,3199,2142,9168,10113,11197,3967,1,1,0.433584,0.102836,0.088182,0.086201,0.112042,0.039898,0.022992,0.039972,0.019585,0.031586,0.117204,0.026738,0.143259,1,1
73032468,9/23/2030 7:33,3/11/2044 18:27,8/22/2041 10:29, 932.00 ,252558,1,143390,167973,141,41,1009,8566,12916,8658,14448,4507,2306,2550,13869,3425,3621,1451,2060,2969,1,1,0.349272,0.12744,0.017593,0.022055,0.102587,0.223231,0.031033,0.088312,0.161137,0.027718,0.036887,0.023364,0.194924,1,1
72958822,9/1/2030 9:10,1/31/2044 15:11,7/18/2041 0:03, 927.00 ,102910,1,75056,47542,90,0,809,2153,2123,2064,6631,6038,17850,5460,2337,733,971,626,3093,859,1,1,0.065487,0.034455,0.012442,0.040233,0.585178,0.01283,0.021818,0.076741,0.018584,0.034766,0.105842,0.081033,0.081577,1,1
72957952,8/10/2030 10:47,1/11/2044 13:33,6/30/2041 6:50, 925.00 ,125991,1,86223,44139,128,5,4194,7899,2074,23493,21332,1060,669,6489,2301,1661,2579,1808,3625,711,1,1,0.074378,0.076102,0.042545,0.191306,0.016413,0.028726,0.028818,0.021679,0.058627,0.048762,0.02935,0.031832,0.028552,1,1
72958064,7/19/2030 12:24,11/12/2043 8:39,5/8/2041 3:11, 918.00 ,170553,1,54679,92407,57,17,72,2853,786,585,486,10818,627,11552,2879,40296,1101,1105,3296,1518,1,1,0.09315,0.149083,0.127666,0.175815,0.079182,0.02896,0.09228,0.04946,0.287087,0.038741,0.166135,0.082633,0.048652,1,1
73032472,6/27/2030 14:01,10/23/2043 7:01,4/20/2041 9:58, 916.00 ,193659,1,89758,84209,372,67,4158,2843,4595,7583,5129,8673,17283,6389,4901,786,10385,4468,18214,13808,1,1,0.018683,0.078586,0.030947,0.031453,0.032225,0.030667,0.090982,0.031141,0.03612,0.015994,0.11391,0.096051,0.015155,1,1
73032384,6/5/2030 15:38,9/13/2043 3:45,3/15/2041 23:32, 912.00 ,21339,1,7887,2239,82,8,312,1453,611,738,1746,3749,1079,1396,860,729,1161,678,1391,1401,1,1,0.416999,0.227585,0.065027,0.046916,0.048218,0.082049,0.153532,0.145056,0.123428,0.064246,0.062755,0.13662,0.05894,1,1
72958972,5/14/2030 17:15,7/14/2043 22:51,1/21/2041 19:53, 904.00 ,168242,1,137542,91594,221,11,354,3392,3591,7692,3890,5865,27509,4722,3067,1796,1277,1871,8568,2506,1,1,0.12745,0.100449,0.388211,0.120946,0.020659,0.07948,0.061652,0.045137,0.134566,0.019973,0.081494,0.10458,0.155717,1,1
73032420,4/22/2030 18:52,6/24/2043 21:13,1/4/2041 2:40, 901.00 ,159843,1,127413,79218,152,10,312,3599,823,904,4854,2825,7005,6745,1350,2273,3289,14586,5479,26132,1,1,0.301205,0.042482,0.024068,0.130499,0.101213,0.188372,0.19489,0.038269,0.067414,0.028013,0.051702,0.114379,0.09398,1,1
